id	name	attack	block	death	range
4204	Combat stone	0	0	0	0
4205	Combat stone	0	0	0	0
4206	Combat stone	0	0	0	0
4207	Combat stone	0	0	0	0
4208	Combat stone	0	0	0	0
4209	Combat stone	0	0	0	0
4210	Combat stone	0	0	0	0
4211	Combat stone	0	0	0	0
4212	Combat stone	0	0	0	0
4213	Combat stone	0	0	0	0
4214	Combat stone	0	0	0	0
4215	Combat stone	0	0	0	0
4216	Combat stone	0	0	0	0
4217	Combat stone	0	0	0	0
4218	Combat stone	0	0	0	0
4219	Combat stone	0	0	0	0
4220	Combat stone	0	0	0	0
4221	Combat stone	0	0	0	0
4222	Combat stone	0	0	0	0
4223	Combat stone	0	0	0	0
4224	Combat stone	0	0	0	0
4225	Combat stone	0	0	0	0
4226	Crawling hand	0	0	0	0
4227	Cockatrice	0	0	0	0
4228	Basilisk	0	0	0	0
4229	Kurask	9439	9441	9440	9439
4230	Abyssal demon	1537	0	1538	1537
4231	Left head	0	0	0	0
4232	Middle head	0	0	0	0
4233	Right head	0	0	0	0
4234	Kalphite Queen	0	0	0	0
4235	Rick	0	0	0	0
4236	Maid	0	0	0	0
4238	Cook	0	0	0	0
4239	Cook	0	0	0	0
4240	Butler	0	0	0	0
4242	Demon butler	0	0	0	0
4243	Demon butler	0	0	0	0
4244	Chief servant	0	0	0	0
4245	Chief servant	0	0	0	0
4246	Taxidermist	0	0	0	0
4247	Estate agent	0	0	0	0
4248	Stonemason	0	0	0	0
4249	Sir Renitee	0	0	0	0
4250	Sawmill operator	0	0	0	0
4251	Garden supplier	0	0	0	0
4252	Macaroni Penguin	0	0	0	0
4253	Guard	0	0	0	0
4257	Guard	0	0	0	0
4258	Guard	99	0	102	0
4259	Guard	0	0	0	0
4260	Guard	0	0	0	0
4261	Goblin	6185	6183	6182	6185
4262	Goblin	6185	6183	6182	6185
4263	Goblin	6185	6183	6182	6185
4264	Goblin	6185	6183	6182	6185
4265	Goblin	6185	6183	6182	6185
4266	Goblin	6185	6183	6182	6185
4267	Goblin	6185	6183	6182	6185
4268	Goblin	6185	6183	6182	6185
4269	Goblin	6185	6183	6182	6185
4270	Goblin	6185	6183	6182	6185
4271	Goblin	6185	6183	6182	6185
4272	Goblin	6185	6183	6182	6185
4273	Goblin	6185	6183	6182	6185
4274	Goblin	6185	6183	6182	6185
4275	Goblin	6185	6183	6182	6185
4276	Goblin	6185	6183	6182	6185
4277	Buinn	0	0	0	0
4278	Animated Bronze Armour	386	388	4167	386
4279	Animated Iron Armour	386	388	4167	386
4280	Animated Steel Armour	386	388	4167	386
4281	Animated Black Armour	386	388	4167	386
4282	Animated Mithril Armour	386	388	4167	386
4283	Animated Adamant Armour	386	388	4167	386
4284	Animated Rune Armour	386	388	4167	386
4285	Ghommal	0	0	0	0
4286	Harrallak Menarous	0	0	0	0
4287	Gamfred	0	0	0	0
4288	Ajjat	0	0	0	0
4289	Kamfreena	0	0	0	0
4290	Shanomi	0	0	0	0
4291	Cyclops	4652	4651	4653	0
4292	Cyclops	4652	4651	4653	0
4293	Lidio	0	0	0	0
4294	Lilly	0	0	0	0
4295	Anton	0	0	0	0
4296	Jade	0	0	0	0
4297	Sloane	0	0	0	0
4298	Jimmy	0	0	0	0
4299	Ref	0	0	0	0
4300	Ref	0	0	0	0
4301	Guard	0	0	0	0
4302	Guard	0	0	0	0
4303	Guard	0	0	0	0
4304	Guard	0	0	0	0
4305	Guard	0	0	0	0
4306	Guard	0	0	0	0
4307	Guard	390	0	836	0
4308	Guard	395	425	836	0
4309	Guard	395	425	836	0
4310	Guard	395	425	836	0
4311	Guard	395	425	836	0
4312	Nardok	0	0	0	0
4313	Dartog	0	0	0	0
4315	Dwarf	0	0	0	0
4316	Dwarf	0	0	0	0
4317	H.A.M. Member	0	0	0	0
4318	H.A.M. Member	0	0	0	0
4319	H.A.M. Member	0	0	0	0
4320	H.A.M. Member	0	0	0	0
4321	Zanik	0	0	0	0
4323	Zanik	0	0	0	0
4324	Zanik	0	0	0	0
4325	Light creature	0	0	0	0
4326	Zanik	0	0	0	0
4327	HAM member	0	0	0	0
4328	Sigmund	0	0	0	0
4329	H.A.M. Deacon	0	0	0	0
4330	Johanhus Ulsbrecht	0	0	0	0
4331	Sigmund	0	0	0	0
4332	Sigmund	0	0	0	0
4333	Sigmund	0	0	0	0
4334	Sigmund	0	0	0	0
4335	Sigmund	0	0	0	0
4336	Guard	395	425	836	0
4337	Zanik	0	0	0	0
4338	Zanik	0	0	0	0
4340	Zanik	0	0	0	0
4341	Zanik	0	0	0	0
4342	Zanik	0	0	0	0
4343	Snake	275	276	278	0
4344	Monkey	220	221	223	0
4345	Albino bat	4915	0	4917	0
4346	Crab	0	0	0	0
4347	Giant mosquito	2397	0	2398	0
4348	Jungle horror	4235	4232	4233	0
4349	Jungle horror	4234	4232	4233	0
4350	Jungle horror	4235	4232	4233	0
4351	Jungle horror	4234	4232	4233	0
4352	Jungle horror	4234	4232	4233	0
4353	Cave horror	4234	4232	4233	4234
4354	Cave horror	4234	4232	4233	4234
4355	Cave horror	4234	4232	4233	4234
4356	Cave horror	4234	4232	4233	4234
4357	Cave horror	4234	4232	4233	4234
4358	Cavey Davey	0	0	0	0
4359	Patchy	0	0	0	0
4360	San Fan	0	0	0	0
4361	Fancy Dan	0	0	0	0
4362	Honest Jimmy	0	0	0	0
4363	Monkey	0	0	0	0
4364	Swarm	0	0	0	0
4365	Blue Monkey	0	0	0	0
4371	Blue Monkey	0	0	0	0
4372	Red Monkey	0	0	0	0
4373	Parrot	0	0	0	0
4374	Parrot	0	0	0	0
4375	Security Guard	0	0	0	0
4376	Litara	0	0	0	0
4377	Gate of War	0	0	0	0
4378	Ricketty door	0	0	0	0
4379	Oozing barrier	0	0	0	0
4380	Portal of Death	0	0	0	0
4381	Ankou	422	404	9055	422
4382	Ankou	422	404	9055	422
4383	Ankou	422	404	9055	422
4384	Skeleton	5485	5513	5491	0
4385	Skeleton	5485	0	5491	0
4386	Skeleton	5485	5513	5491	0
4387	Ghost	5540	5541	5542	0
4388	Ghost	5532	0	5534	0
4389	Flesh Crawler	1184	1186	1190	1184
4390	Flesh Crawler	1184	1186	1190	1184
4391	Flesh Crawler	1184	1186	1190	1184
4392	Zombie	5568	5567	5569	5568
4393	Zombie	5578	5579	5580	5578
4394	Zombie	5578	5579	5580	5578
4395	Giant rat	4933	4934	4935	0
4396	Rat	2705	2706	2707	2705
4397	Catablepon	4271	4273	4270	0
4398	Catablepon	4271	4273	4270	0
4399	Catablepon	4271	4273	4270	0
4400	Giant spider	5327	5328	5329	5327
4401	Spider	6249	6250	6251	0
4402	Scorpion	6254	6255	6256	6254
4403	Scorpion	6254	6255	6256	6254
4404	Minotaur	4266	4267	4265	4266
4405	Minotaur	4266	4267	4265	4266
4406	Minotaur	4266	4267	4265	4266
4407	Goblin	6185	6183	6182	6185
4408	Goblin	6185	6183	6182	6185
4409	Goblin	6185	6183	6182	6185
4410	Goblin	6185	6183	6182	6185
4411	Goblin	6185	6183	6182	6185
4412	Goblin	6185	6183	6182	6185
4413	Wolf	6559	6557	6558	6559
4414	Wolf	6559	6557	6558	6559
4415	Rat	2705	2706	2707	2705
4416	Bee keeper	0	0	0	0
4417	Bees!	0	0	0	0
4418	Gorak	4300	4301	4302	0
4419	Cosmic Being	0	0	0	0
4420	Fairy Godfather	0	0	0	0
4434	Fairy Nuff	0	0	0	0
4435	Fairy Queen	0	0	0	0
4437	Fairy Queen	0	0	0	0
4438	Centaur	0	0	0	0
4439	Centaur	0	0	0	0
4440	Stag	6376	0	6377	0
4441	Wood Dryad	0	0	0	0
4442	Fairy Very Wise	0	0	0	0
4443	Fairy	0	0	0	0
4444	Fairy	0	0	0	0
4445	Fairy	0	0	0	0
4446	Fairy	0	0	0	0
4447	Rabbit	0	0	0	0
4448	Rabbit	0	0	0	0
4449	Butterfly	0	0	0	0
4450	Butterfly	0	0	0	0
4451	Starflower	0	0	0	0
4452	Starflower	0	0	0	0
4453	Fairy Fixit	0	0	0	0
4455	Fairy Fixit	0	0	0	0
4456	Ork	0	0	0	0
4457	Ork	0	0	0	0
4458	Ork	0	0	0	0
4459	Ork	0	0	0	0
4460	Fake Man	0	0	0	0
4461	Held vampyre juvinate	0	0	0	0
4462	Held vampyre juvinate	0	0	0	0
4463	Angry juvinate	0	0	0	0
4464	Angry juvinate	0	0	0	0
4465	Angry juvinate	0	0	0	0
4466	Benjamin	0	0	0	0
4467	Liam	0	0	0	0
4468	Miala	0	0	0	0
4469	Verak	0	0	0	0
4470	Tree spirit	94	0	97	0
4471	Bogrog	0	0	0	0
4473	Woman	0	0	0	0
4474	Magic dummy	94	0	97	0
4475	Ned	0	0	0	0
4476	Guardian mummy	0	0	0	0
4477	Annoyed guardian mummy	0	0	0	0
4478	Tarik	0	0	0	0
4479	Goblin	6185	6183	6182	6185
4480	Goblin	6185	6183	6182	6185
4481	Goblin	6185	6183	6182	6185
4482	Goblin	6185	6183	6182	6185
4483	Goblin	6185	6183	6182	6185
4484	Goblin	6185	6183	6182	6185
4485	Goblin	6185	6183	6182	6185
4486	Goblin	6185	6183	6182	6185
4487	Goblin	6185	6183	6182	6185
4488	Goblin	6185	6183	6182	6185
4489	Goblin	6185	6183	6182	6185
4490	Goblin	6185	6183	6182	6185
4491	Goblin	6185	6183	6182	6185
4492	Goblin	6185	6183	6182	6185
4493	General Bentnoze	0	0	0	0
4494	General Wartface	0	0	0	0
4495	Grubfoot	0	0	0	0
4497	Grubfoot	0	0	0	0
4498	Grubfoot	0	0	0	0
4499	Goblin	6185	6183	6182	6185
4500	Scarab swarm	0	0	0	0
4501	Ethereal Man	0	0	0	0
4502	Ethereal Lady	0	0	0	0
4503	Ethereal Numerator	0	0	0	0
4504	Ethereal Expert	0	0	0	0
4505	Ethereal Perceptive	0	0	0	0
4506	Ethereal Guide	0	0	0	0
4507	Ethereal Fluke	0	0	0	0
4508	Ethereal Mimic	0	0	0	0
4509	Me	414	0	836	0
4510	Me	414	0	836	0
4511	Oneiromancer	0	0	0	0
4512	House	0	0	0	0
4513	Baba Yaga	0	0	0	0
4514	Pauline Polaris	0	0	0	0
4515	Meteora	0	0	0	0
4516	Melana Moonlander	0	0	0	0
4517	Selene	0	0	0	0
4518	Rimae Sirsalis	0	0	0	0
4519	Sirsal Banker	0	0	0	0
4520	Clan Guard	0	0	0	0
4521	Enchanted Broom	0	0	0	0
4522	Enchanted Broom	0	0	0	0
4523	Enchanted Broom	0	0	0	0
4524	Enchanted Bucket	0	0	0	0
4525	Enchanted Bucket	0	0	0	0
4526	Bouquet Mac Hyacinth	0	0	0	0
4527	Suqah	4388	4384	4389	0
4528	Suqah	4388	4384	4389	0
4529	Suqah	4388	4384	4389	0
4530	Suqah	4388	4385	4389	0
4531	Suqah	4388	4385	4389	0
4532	Suqah	4388	4384	4389	0
4533	Suqah	4388	4384	4389	0
4534	Moss giant	4666	4665	4668	4666
4535	Parrot	0	0	0	0
4536	Lokar Searunner	0	0	0	0
4537	Lokar Searunner	0	0	0	0
4538	Cabin boy	0	0	0	0
4539	Cabin boy	0	0	0	0
4540	Captain Bentley	0	0	0	0
4541	'Beefy' Burns	0	0	0	0
4542	'Eagle-eye' Shultz	0	0	0	0
4543	First mate 'Davey-boy	0	0	0	0
4544	'Bird's-Eye' Jack	0	0	0	0
4545	'Picarron' Pete	0	0	0	0
4546	Jake	422	425	836	0
4547	Bedread the bold	0	0	0	0
4548	Wilson	395	425	836	0
4549	Tommy 2-times	0	0	0	0
4550	Murky Pat	0	0	0	0
4551	Jack Sails	0	0	0	0
4552	Palmer	0	0	0	0
4553	'Betty' B.Boppin	0	0	0	0
4554	'Beedy-eye' Jones	0	0	0	0
4555	Jenny Blade	0	0	0	0
4556	'Lecherous' Lee	0	0	0	0
4557	'Sticky' Sanders	0	0	0	0
4558	Hirko	0	0	0	0
4559	Holoy	0	0	0	0
4560	Frizzy Skernip	0	0	0	0
4561	Yulf Squecks	0	0	0	0
4562	Praistan Ebola	0	0	0	0
4563	Hura	0	0	0	0
4564	Digsite workman	0	0	0	0
4565	Digsite workman	0	0	0	0
4566	Examiner	0	0	0	0
4567	Examiner	0	0	0	0
4568	Researcher	0	0	0	0
4569	Nick	0	0	0	0
4570	Crow	0	0	0	0
4571	Crow	0	0	0	0
4572	Gianne jnr.	0	0	0	0
4573	Timble	0	0	0	0
4574	Tamble	0	0	0	0
4575	Spang	0	0	0	0
4576	Brambickle	0	0	0	0
4577	Wingstone	0	0	0	0
4578	Penwie	0	0	0	0
4579	Generic Diplomat	0	0	0	0
4580	Ambassador Gimblewap	0	0	0	0
4581	Ambassador Spanfipple	0	0	0	0
4582	Ambassador Ferrnook	0	0	0	0
4583	Professor Manglethorp	0	0	0	0
4584	Damwin	0	0	0	0
4585	Professor Onglewip	0	0	0	0
4586	Professor Imblewyn	0	0	0	0
4587	Perrdur	0	0	0	0
4588	Dalila	0	0	0	0
4589	Sorrn	0	0	0	0
4590	Mimm	0	0	0	0
4591	Eebel	0	0	0	0
4592	Ermin	0	0	0	0
4593	Portobello	0	0	0	0
4594	Captain Ninto	0	0	0	0
4595	Captain Daerkin	0	0	0	0
4596	Captain Lamdoo	0	0	0	0
4597	Meegle	0	0	0	0
4598	Wurbel	0	0	0	0
4599	Sarble	0	0	0	0
4600	Guard Vemmeldo	0	0	0	0
4601	Burkor	0	0	0	0
4602	Froono	0	0	0	0
4603	Fortress Guard	390	0	836	0
4604	Fortress Guard	428	0	836	0
4605	Fortress Guard	428	0	836	0
4606	Fortress Guard	390	0	836	0
4607	Black Cat	0	0	0	0
4608	Monk	0	0	0	0
4609	Brimstail	0	0	0	0
4611	Saboteur	0	0	0	0
4612	Gnome shop keeper	0	0	0	0
4613	Cute creature	0	0	0	0
4615	Evil creature	0	0	0	0
4616	Cute creature	0	0	0	0
4618	Evil creature	0	0	0	0
4619	Cute creature	0	0	0	0
4621	Evil creature	0	0	0	0
4622	Cute creature	0	0	0	0
4624	Evil creature	0	0	0	0
4625	Cute creature	0	0	0	0
4627	Evil creature	0	0	0	0
4628	Cute creature	0	0	0	0
4630	Evil creature	0	0	0	0
4631	fluffie	0	0	0	0
4632	fluffie	0	0	0	0
4633	Goblin	0	0	0	0
4634	Goblin	0	0	0	0
4635	Goblin	0	0	0	0
4636	Goblin	0	0	0	0
4637	Goblin	0	0	0	0
4638	Gnome soldier	0	0	0	0
4639	Gnome soldier	0	0	0	0
4640	Gnome soldier	0	0	0	0
4641	Gnome soldier	0	0	0	0
4642	Gnome soldier	0	0	0	0
4643	Healthorg and tortoise	0	0	0	0
4644	Oaknock the Engineer	0	0	0	0
4645	Glouphrie the Untrusted	0	0	0	0
4646	King Healthorg	0	0	0	0
4647	Hazelmere	0	0	0	0
4648	Nisha	0	0	0	0
4649	Tyras guard	0	0	0	0
4650	Trader Stan	0	0	0	0
4651	Trader Crewmember	0	0	0	0
4652	Trader Crewmember	0	0	0	0
4653	Trader Crewmember	0	0	0	0
4654	Trader Crewmember	0	0	0	0
4655	Trader Crewmember	0	0	0	0
4656	Trader Crewmember	0	0	0	0
4657	Sir Prysin	0	0	0	0
4658	Dark wizard	0	0	0	0
4659	Dark wizard	810	425	836	0
4660	Dark wizard	810	425	836	0
4661	Dark wizard	0	404	9055	0
4662	Denath	0	0	0	0
4663	Denath	0	0	0	0
4664	Wally	0	0	0	0
4665	Baby blue dragon	25	26	28	25
4666	Baby blue dragon	25	26	28	0
4667	Baby red dragon	0	0	0	0
4668	Baby red dragon	0	0	0	0
4669	Red dragon	80	89	92	80
4670	Red dragon	80	89	92	80
4671	Red dragon	80	89	92	80
4672	Red dragon	80	89	92	80
4673	Black dragon	80	89	92	80
4674	Black dragon	80	89	92	80
4675	Black dragon	80	89	92	80
4676	Black dragon	80	89	92	80
4677	Green dragon	80	89	92	80
4678	Green dragon	80	89	92	80
4679	Green dragon	80	89	92	80
4680	Green dragon	80	89	92	80
4681	Blue dragon	80	89	92	80
4682	Blue dragon	80	89	92	80
4683	Blue dragon	80	89	92	80
4684	Blue dragon	80	89	92	80
4685	Ice giant	4672	0	4673	0
4686	Ice giant	4672	0	4673	0
4687	Ice giant	4672	0	4673	0
4688	Moss giant	4666	4665	4668	4666
4689	Hill Giant	4652	4651	4653	4652
4690	Hill Giant	4652	4651	4653	4652
4691	Hill Giant	4652	4651	4653	4652
4692	Hill Giant	4652	4651	4653	4652
4693	Hill Giant	4652	4651	4653	4652
4694	Lesser demon	4630	65	67	4630
4695	Lesser demon	4630	65	67	4630
4696	Lesser demon	4630	65	67	4630
4697	Lesser demon	4630	65	67	4630
4698	Greater demon	64	65	68	64
4699	Greater demon	64	65	68	64
4700	Greater demon	64	65	68	64
4701	Greater demon	64	65	68	64
4702	Black demon	64	65	67	64
4703	Black demon	64	65	67	64
4704	Black demon	64	65	67	64
4705	Black demon	64	65	67	64
4706	Moss giant	4666	4665	4668	4666
4707	Magic Tutor	0	0	0	0
4708	Old Man Ral	0	0	0	0
4709	Vertida Sefalatis	0	0	0	0
4710	Aeonisig Raispher	0	0	0	0
4711	Safalaan	0	0	0	0
4714	Sarius Guile	0	0	0	0
4716	Trader Sven	0	0	0	0
4717	Meiyerditch citizen	0	0	0	0
4718	Meiyerditch citizen	0	0	0	0
4719	Meiyerditch citizen	0	0	0	0
4720	Meiyerditch citizen	0	0	0	0
4721	Meiyerditch citizen	0	0	0	0
4722	Meiyerditch citizen	0	0	0	0
4723	Meiyerditch citizen	0	0	0	0
4724	Meiyerditch citizen	0	0	0	0
4725	Meiyerditch citizen	0	0	0	0
4726	Meiyerditch citizen	0	0	0	0
4727	Meiyerditch citizen	0	0	0	0
4728	Meiyerditch citizen	0	0	0	0
4729	Meiyerditch citizen	0	0	0	0
4730	Meiyerditch citizen	0	0	0	0
4731	Meiyerditch citizen	0	0	0	0
4732	Meiyerditch citizen	0	0	0	0
4733	Meiyerditch citizen	0	0	0	0
4734	Meiyerditch citizen	0	0	0	0
4735	Meiyerditch citizen	0	0	0	0
4736	Meiyerditch citizen	0	0	0	0
4737	Meiyerditch citizen	0	0	0	0
4738	Meiyerditch citizen	0	0	0	0
4739	Meiyerditch citizen	0	0	0	0
4740	Meiyerditch citizen	0	0	0	0
4741	Meiyerditch citizen	0	0	0	0
4742	Meiyerditch citizen	0	0	0	0
4743	Meiyerditch citizen	0	0	0	0
4744	Meiyerditch citizen	0	0	0	0
4745	Meiyerditch citizen	0	0	0	0
4746	A Meiyerditch child	0	0	0	0
4747	A Meiyerditch child	0	0	0	0
4748	A Meiyerditch child	0	0	0	0
4749	A Meiyerditch child	0	0	0	0
4750	A Meiyerditch child	0	0	0	0
4751	A Meiyerditch child	0	0	0	0
4752	A Meiyerditch child	0	0	0	0
4753	A Meiyerditch child	0	0	0	0
4754	A Meiyerditch child	0	0	0	0
4755	A Meiyerditch child	0	0	0	0
4756	Meiyerditch miner	0	0	0	0
4757	Meiyerditch miner	0	0	0	0
4758	Meiyerditch miner	0	0	0	0
4759	Meiyerditch miner	0	0	0	0
4760	Meiyerditch miner	0	0	0	0
4761	Meiyerditch miner	0	0	0	0
4762	Shadowy figure	0	0	0	0
4763	Shadowy figure	0	0	0	0
4764	Shadowy figure	0	0	0	0
4765	null	0	0	0	0
4766	Stray dog	0	0	0	0
4767	Stray dog	0	0	0	0
4768	Cat	0	0	0	0
4769	Cat	0	0	0	0
4770	Boat	0	0	0	0
4771	Boat	0	0	0	0
4772	Juvinate guard	0	0	0	0
4773	Juvinate guard	0	0	0	0
4774	Vampyre juvenile	6276	0	6781	0
4775	Vampyre juvenile	6276	0	6781	0
4776	Vampyre juvinate	5783	0	5798	0
4777	Vampyre juvinate	5783	0	5798	0
4778	Held vampyre juvenile	0	0	6781	0
4779	Held vampyre juvenile	0	0	6781	0
4780	Held vampyre juvinate	0	0	5798	0
4781	Held vampyre juvinate	0	0	0	0
4782	Vampyre juvinate	0	0	0	0
4783	Former vampyre	0	0	0	0
4784	Former vampyre	0	0	0	0
4785	Former vampyre	0	0	0	0
4786	Former vampyre	0	0	0	0
4787	Former vampyre	0	0	0	0
4788	Former vampyre	0	0	0	0
4789	Angry vampyre	6016	0	6031	0
4790	Angry vampyre	0	0	0	0
4791	Vanstrom Klause	0	0	0	0
4792	Vanstrom Klause	0	0	0	0
4793	Vanstrom Klause	0	0	0	0
4794	Vanstrom Klause	0	0	0	0
4795	Vanstrom Klause	0	0	0	0
4796	Vanstrom Klause	0	0	0	0
4797	Vanescula Drakan	0	0	0	0
4798	Vanescula Drakan	0	0	0	0
4799	Vanescula Drakan	0	0	0	0
4800	Vanescula Drakan	0	0	0	0
4801	Ranis Drakan	0	0	0	0
4802	Ranis Drakan	0	0	0	0
4803	Ranis Drakan	0	0	0	0
4804	Ranis Drakan	0	0	0	0
4805	Vyrewatch	7435	0	0	0
4806	Vyrewatch	7435	0	0	0
4807	Vyrewatch	7435	0	0	0
4808	Vyrewatch	7435	0	0	0
4809	Flying female vampire	0	0	0	0
4810	Flying female vampire	7435	0	7524	0
4811	Flying female vampire	7435	0	7524	0
4812	Flying female vampire	7435	0	7524	0
4813	Vyrewatch	6783	0	6861	0
4814	Vyrewatch	6783	0	6861	0
4815	Vyrewatch	6783	0	6861	0
4816	Vyrewatch	6783	0	6861	0
4817	Vyrewatch	7435	0	0	0
4818	Vyrewatch	7435	0	0	0
4819	Vyrewatch	7435	0	0	0
4820	Vyrewatch	7435	0	0	0
4821	Vyrewatch	7435	0	7524	0
4822	Vyrewatch	7435	0	7524	0
4823	Vyrewatch	7435	0	7524	0
4824	Vyrewatch	7435	0	7524	0
4825	Vyrewatch	6783	0	6861	0
4826	Vyrewatch	6783	0	6861	0
4827	Vyrewatch	6783	0	6861	0
4828	Vyrewatch	6783	0	6861	0
4829	Vyrewatch	0	0	0	0
4830	Vyrewatch	0	0	0	0
4831	Vyrewatch	0	0	0	0
4832	Vyrewatch	0	0	0	0
4833	Vyrewatch	0	0	0	0
4834	Vyrewatch	0	0	0	0
4835	Vyrewatch	0	0	0	0
4836	Vyrewatch	0	0	0	0
4837	Vyrewatch	0	0	0	0
4838	Vyrewatch	0	0	0	0
4839	Vyrewatch	0	0	0	0
4840	Vyrewatch	0	0	0	0
4841	Vyrewatch	0	0	0	0
4842	Vyrewatch	0	0	0	0
4843	Vyrewatch	0	0	0	0
4844	Vyrewatch	0	0	0	0
4845	Flying female vampire	7435	0	7524	0
4846	Flying female vampire	0	0	0	0
4847	Flying female vampire	0	0	0	0
4848	Flying female vampire	0	0	0	0
4849	Vyrewatch	0	0	0	0
4850	Vyrewatch	0	0	0	0
4851	Vyrewatch	0	0	0	0
4852	Vyrewatch	0	0	0	0
4853	Ezekial Lovecraft	0	0	0	0
4856	Ezekial Lovecraft	0	0	0	0
4857	Sarius Guile	0	0	0	0
4862	Vanstrom Klause	0	0	0	0
4863	Kennith	0	0	0	0
4864	Kennith	0	0	0	0
4865	Holgart	0	0	0	0
4867	Holgart	0	0	0	0
4868	Holgart	0	0	0	0
4869	Fisherman	0	0	0	0
4870	Fisherman	0	0	0	0
4871	Col. O'Niall	0	0	0	0
4872	Col. O'Niall	0	0	0	0
4873	Col. O'Niall	0	0	0	0
4874	Mayor Hobb	0	0	0	0
4875	Mayor Hobb	0	0	0	0
4876	Brother Maledict	0	0	0	0
4878	Brother Maledict	0	0	0	0
4879	Brother Maledict	0	0	0	0
4880	Witchaven villager	0	0	0	0
4883	Witchaven villager	0	0	0	0
4884	Witchaven villager	0	0	0	0
4885	Witchaven villager	0	0	0	0
4886	Witchaven villager	0	0	0	0
4887	Witchaven villager	0	0	0	0
4888	Witchaven villager	0	0	0	0
4889	Mother Mallum	0	0	0	0
4890	Slug Prince	4829	0	4830	0
4891	Giant lobster	0	0	0	0
4893	Giant Lobster	6265	0	6267	0
4894	Sea slug	0	0	0	0
4895	Jeb	0	0	0	0
4896	Jeb	0	0	0	0
4897	Sir Tinley	0	0	0	0
4898	Hobgoblin	164	163	167	0
4899	Cooking Tutor	0	0	0	0
4900	Crafting Tutor	0	0	0	0
4901	Fishing Tutor	0	0	0	0
4902	Mining Tutor	0	0	0	0
4903	Prayer Tutor	0	0	0	0
4904	Smelting Tutor	0	0	0	0
4905	Smithing Tutor	0	0	0	0
4906	Woodcutting Tutor	0	0	0	0
4907	Bank Tutor	0	0	0	0
4908	Fishing spot	0	0	0	0
4909	Fritz the Glassblower	0	0	0	0
4910	Earth elemental	4868	4869	4870	0
4911	Elemental rock	0	0	0	0
4912	Jig cart	0	0	0	0
4914	Jig cart	0	0	0	0
4915	Jig cart	0	0	0	0
4916	Jig cart	0	0	0	0
4917	Jig cart	0	0	0	0
4918	Jig cart	0	0	0	0
4919	Abidor Crank	0	0	0	0
4920	Giant crypt rat	4933	4934	4935	4933
4921	Giant crypt rat	4933	4934	4935	4933
4922	Giant rat	4933	4934	4935	0
4923	Giant rat	4933	4934	4935	0
4924	Giant rat	4933	4934	4935	0
4925	Giant rat	4933	4934	4935	0
4926	Giant rat	4933	4934	4935	0
4927	Giant rat	4933	4934	4935	0
4928	Dungeon rat	0	4934	4935	0
4929	Dungeon rat	0	4934	4935	0
4930	Goat	5341	0	5343	0
4931	Goat	5341	0	5343	0
4932	Billy Goat	5341	0	5343	0
4933	Goat	5341	5342	5343	0
4934	Goat	5341	5342	5343	0
4935	Billy Goat	5341	5342	5343	0
4936	Dungeon rat	4933	0	4935	0
4937	Dungeon rat	4933	0	4935	0
4938	Angry giant rat	0	0	0	0
4939	Angry giant rat	0	0	0	0
4940	Angry giant rat	4933	0	4935	0
4941	Blessed giant rat	0	0	0	0
4942	Giant rat	4933	4934	4935	0
4943	Giant rat	4933	4934	4935	0
4944	Giant rat	4933	4934	4935	0
4945	Giant rat	4933	4934	4935	0
4946	Ignatius Vulcan	0	0	0	0
4947	My Arm	0	0	0	0
4948	My Arm	0	0	0	0
4949	My Arm	0	0	0	0
4950	My Arm	0	0	0	0
4958	My Arm	0	0	0	0
4959	My Arm	0	0	0	0
4960	Adventurer	0	0	0	0
4961	Captain Barnaby	0	0	0	0
4962	Captain Barnaby	0	0	0	0
4963	Murcaily	0	0	0	0
4964	Jagbakoba	0	0	0	0
4965	Tool Leprechaun	0	0	0	0
4966	Flies	0	0	0	0
4968	Unnamed troll child	0	0	0	0
4969	Drunken dwarf's leg	0	0	0	0
4970	Baby Roc	0	0	0	0
4971	Baby Roc	5031	0	5033	0
4972	Giant Roc	5024	0	5027	5025
4973	Shadow	0	0	0	0
4974	Captain Barnaby	0	0	0	0
4975	Male slave	0	0	0	0
4976	Male slave	0	0	0	0
4977	Female slave	0	0	0	0
4978	Female slave	0	0	0	0
4979	Cart Camel	0	0	0	0
4980	Mine Cart	0	0	0	0
4981	Mine Cart	0	0	0	0
4982	Ana	0	0	0	0
4983	Mercenary	0	0	0	0
4984	Irena	0	0	0	0
4989	Mercenary	390	0	836	0
4990	Mercenary	390	0	836	0
4991	Mercenary	390	0	836	0
4992	Mercenary	390	0	836	0
4993	Guard	390	0	836	0
4994	Guard	390	0	836	0
4995	Guard	390	0	836	0
4996	Guard	390	0	836	0
4997	Guard	390	0	836	0
4998	Guard	390	0	836	0
4999	Guard	0	0	0	0
5000	Guard	0	0	0	0
5001	Guard	0	0	0	0
5002	Guard	0	0	0	0
5003	Gublinch	0	0	0	0
5018	Gublinch	0	0	0	0
5019	Gublinch	0	0	0	0
5020	Jack	0	0	0	0
5024	Jill	0	0	0	0
5025	Jeff	0	0	0	0
5026	Egg launcher	0	0	0	0
5027	Egg launcher	0	0	0	0
5028	Egg launcher	0	0	0	0
5029	Commander Connad	0	0	0	0
5030	Captain Cain	0	0	0	0
5031	Private Paldo	0	0	0	0
5032	Private Pendron	0	0	0	0
5033	Private Pierreb	0	0	0	0
